Image ID,Penultimate_Output,GT_Value
02015__00000,"[array([[0.1640408, 3.2261617, 0.6204289, 0.       ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00001,"[array([[0.3705901 , 3.2170143 , 0.95172703, 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00002,"[array([[0.10397077, 2.945149  , 0.8906976 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00003,"[array([[0.13784754, 3.1598928 , 0.9692315 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00004,"[array([[0.24803436, 2.8981557 , 0.70070124, 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00005,"[array([[0.3087852, 3.035111 , 0.9006243, 0.       ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00006,"[array([[0.11418831, 3.2624688 , 0.8590591 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00007,"[array([[0.27001786, 3.4164057 , 0.8298894 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00008,"[array([[0.7379201 , 2.95819   , 0.63962185, 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00009,"[array([[0.17363703, 3.2532625 , 0.9606998 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00010,"[array([[0.28162467, 3.4014819 , 0.89902735, 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00011,"[array([[0.40403593, 3.0317323 , 0.8486818 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00012,"[array([[0.5875751, 3.2363474, 0.638955 , 0.       ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00013,"[array([[0.18250322, 3.5579786 , 1.0294964 , 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00014,"[array([[0.49390918, 2.2425869 , 0.34986326, 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00015,"[array([[0.7651989 , 3.3833036 , 0.58112335, 0.        ]], dtype=float32)]","[array([[  3.0689502, -10.406978 ]], dtype=float32)]"
02015__00016,"[array([[0.8745484 , 0.16288513, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02015__00017,"[array([[0.9270431, 0.7209369, 0.1998134, 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02015__00018,"[array([[0.83665484, 0.29019058, 0.12930578, 0.        ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02015__00019,"[array([[0.6441461 , 0.06158316, 0.17131394, 0.        ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
