Image ID,Penultimate_Output,GT_Value
01046__00000,"[array([[0.        , 3.2917438 , 0.91176033, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
01046__00001,"[array([[0.04908895, 3.8315248 , 0.94541264, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
01046__00002,"[array([[0.15151799, 3.4219594 , 0.58530927, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
01046__00003,"[array([[0.        , 3.0830426 , 0.92213476, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
01046__00004,"[array([[0.7574331 , 3.9309282 , 0.33245477, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00005,"[array([[0.7888233 , 3.8226335 , 0.09738412, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00006,"[array([[0.7133496 , 3.7296736 , 0.11513707, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00007,"[array([[0.803644  , 3.5117087 , 0.14561415, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00008,"[array([[0.9886296, 4.0130777, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00009,"[array([[1.3037679, 4.0987806, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00010,"[array([[1.2670184, 3.7537189, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00011,"[array([[1.5187266, 4.192381 , 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00012,"[array([[1.2140568 , 3.3934686 , 0.09174824, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00013,"[array([[1.2034132 , 3.853392  , 0.19061866, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00014,"[array([[1.5352691, 3.8636222, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00015,"[array([[1.0540359 , 3.8888423 , 0.11164162, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00016,"[array([[1.00211   , 3.5783234 , 0.44400653, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00017,"[array([[0.91155213, 3.6115124 , 0.50248396, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00018,"[array([[0.7564916 , 4.0808973 , 0.40436015, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00019,"[array([[0.9510755 , 3.9551556 , 0.02033579, 0.        ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00020,"[array([[1.3027505, 4.0048084, 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00021,"[array([[1.2899727, 4.00554  , 0.       , 0.       ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
01046__00022,"[array([[1.7421552, 2.9737897, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00023,"[array([[1.846152 , 3.0138388, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00024,"[array([[1.8996102, 2.1892757, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00025,"[array([[1.7648139, 2.569239 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00026,"[array([[1.7939346, 2.9740357, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00027,"[array([[1.908333 , 2.6051607, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00028,"[array([[1.7677869, 2.197647 , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00029,"[array([[1.8132792, 2.7550502, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00030,"[array([[1.6352735, 3.0926332, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00031,"[array([[1.70322  , 2.9240286, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00032,"[array([[1.8509077, 2.6152081, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00033,"[array([[1.704806 , 2.2214775, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
01046__00034,"[array([[1.74456  , 2.5640595, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.06001505, -7.3020425 ]], dtype=float32)]"
