Image ID,Penultimate_Output,GT_Value
03253__00000,"[array([[2.1476064, 3.4297419, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00001,"[array([[2.2299247, 3.4062126, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00002,"[array([[2.136615 , 3.2591925, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00003,"[array([[1.9551928, 3.2104814, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00004,"[array([[2.1269674, 3.6251326, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00005,"[array([[1.8990923, 3.6555352, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00006,"[array([[2.1242857, 3.4933584, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00007,"[array([[2.117187 , 3.3660336, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00008,"[array([[2.3495073, 3.4516892, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00009,"[array([[2.1347535, 3.4948945, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00010,"[array([[2.3452644, 3.503493 , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00011,"[array([[2.0505655, 3.4071496, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00012,"[array([[2.2008755, 3.395626 , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00013,"[array([[2.0805593, 3.3252835, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00015,"[array([[2.0694706, 3.2745318, 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00016,"[array([[2.0304213, 3.067946 , 0.       , 0.       ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
03253__00017,"[array([[0.52236205, 3.5160828 , 0.8097291 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00018,"[array([[0.35588276, 3.885757  , 0.9893464 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00019,"[array([[0.8954896 , 3.7207878 , 0.44186547, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00020,"[array([[0.45371056, 3.8524854 , 0.87987447, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00021,"[array([[0.46995676, 3.9277916 , 0.87141764, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00022,"[array([[0.6040597 , 3.8088121 , 0.76840866, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00023,"[array([[0.45925355, 3.8162239 , 0.85515654, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00024,"[array([[0.52746516, 3.559636  , 0.7738862 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00025,"[array([[0.35526502, 3.4316669 , 0.9590192 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00026,"[array([[0.39296257, 3.8439295 , 0.9441297 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00027,"[array([[0.52119416, 3.646301  , 0.8752403 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00028,"[array([[0.46343893, 3.5498273 , 0.8063692 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00029,"[array([[0.37312603, 3.3930938 , 0.7236049 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00030,"[array([[0.402915  , 3.551256  , 0.71171224, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00031,"[array([[0.43631697, 3.7115433 , 0.8830639 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00032,"[array([[0.45730066, 3.7081735 , 0.8699347 , 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00033,"[array([[0.42022383, 3.4141827 , 0.88033485, 0.        ]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
03253__00034,"[array([[1.9325143 , 0.63999104, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00035,"[array([[2.1720908, 0.9216139, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00036,"[array([[1.8150163, 1.3219688, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00037,"[array([[1.9754012 , 0.74800515, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00038,"[array([[1.9942275 , 0.76151115, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00039,"[array([[2.0050726, 1.8901899, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00040,"[array([[1.6920251, 1.2959765, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00042,"[array([[1.7095681, 1.0931941, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00043,"[array([[1.7323486, 1.4841895, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00044,"[array([[1.8086727, 0.2701522, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00045,"[array([[2.1830168, 0.8211869, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00046,"[array([[1.9558685, 1.387953 , 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00047,"[array([[2.148328 , 1.1249967, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00048,"[array([[1.9715095, 1.3858781, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00049,"[array([[2.2428222, 1.0782182, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00050,"[array([[2.0780594, 1.2188054, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00051,"[array([[2.152553 , 0.7951386, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2068923, -5.0663238]], dtype=float32)]"
03253__00052,"[array([[1.4414672, 1.0899603, 0.       , 0.       ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00054,"[array([[1.9767253 , 0.35930204, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00055,"[array([[1.9228524 , 0.38826317, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00056,"[array([[1.6298219 , 0.33698267, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00057,"[array([[1.7258043 , 0.78511894, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00058,"[array([[1.9549012 , 0.07213974, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00059,"[array([[1.9736948, 0.7875562, 0.       , 0.       ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00060,"[array([[1.7941155, 0.8043405, 0.       , 0.       ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00061,"[array([[1.8732297 , 0.71052206, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00062,"[array([[1.9133844 , 0.08361864, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00063,"[array([[1.664634  , 0.26507783, 0.        , 0.        ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00064,"[array([[1.839244, 0.863719, 0.      , 0.      ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00065,"[array([[1.9492857, 0.5298625, 0.       , 0.       ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00066,"[array([[1.5797243, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00067,"[array([[1.9915886, 0.9096188, 0.       , 0.       ]], dtype=float32)]","[array([[-0.23169594, -4.1633563 ]], dtype=float32)]"
03253__00068,"[array([[0.21456277, 1.2072688 , 0.8518015 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00069,"[array([[0.17794764, 1.0535252 , 0.8386469 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00070,"[array([[0.15824127, 0.9667814 , 0.9672524 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00071,"[array([[0.10212743, 1.2115723 , 1.0019512 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00072,"[array([[0.3537705 , 0.9518617 , 0.83008945, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00073,"[array([[0.3000841, 1.2774868, 0.8544191, 0.       ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00074,"[array([[0.13749969, 1.3647058 , 0.7110231 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00075,"[array([[0.36180472, 1.4788651 , 0.5107702 , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00076,"[array([[0.21787071, 1.507289  , 0.80754864, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00077,"[array([[0.3563758 , 1.3592048 , 0.59892404, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00078,"[array([[0.46853554, 0.95839417, 0.79793   , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00079,"[array([[0.25924873, 1.5386459 , 0.71034706, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00080,"[array([[0.47032183, 1.0312037 , 0.800339  , 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00081,"[array([[0.5379012 , 1.1093444 , 0.70474005, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00082,"[array([[0.33940732, 1.8639627 , 0.84655666, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00083,"[array([[0.49590397, 1.4496739 , 0.42522845, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00084,"[array([[0.42267585, 1.1001638 , 0.78520894, 0.        ]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
03253__00085,"[array([[0.58450377, 2.0354147 , 0.5917547 , 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00086,"[array([[0.788379  , 2.0047762 , 0.39492825, 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00088,"[array([[0.6448455, 2.2767181, 0.5333668, 0.       ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00089,"[array([[0.9886689, 1.8793747, 0.3772346, 0.       ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00090,"[array([[1.0056517 , 2.0286553 , 0.38816348, 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00091,"[array([[0.77403075, 1.9500859 , 0.4085398 , 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00092,"[array([[0.8780212, 1.8243848, 0.4307523, 0.       ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00093,"[array([[0.6712799 , 1.947588  , 0.52614784, 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00094,"[array([[0.8158803, 2.141304 , 0.5153911, 0.       ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00095,"[array([[0.9104203 , 2.1428833 , 0.46684507, 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00096,"[array([[0.6127925 , 2.2953858 , 0.56642187, 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00097,"[array([[0.7901612, 2.1334758, 0.5337219, 0.       ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00098,"[array([[0.8381361, 2.4138913, 0.5851486, 0.       ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00099,"[array([[0.6647673 , 1.9977908 , 0.49030575, 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00100,"[array([[0.69178736, 1.9857616 , 0.4251831 , 0.        ]], dtype=float32)]","[array([[ 2.3962364, -7.4400086]], dtype=float32)]"
03253__00101,"[array([[0.6558662 , 0.32336402, 0.47833148, 0.        ]], dtype=float32)]","[array([[ 2.2543228, -4.2111516]], dtype=float32)]"
03253__00102,"[array([[0.49888915, 0.25112212, 0.62831116, 0.        ]], dtype=float32)]","[array([[ 2.2543228, -4.2111516]], dtype=float32)]"
