Image ID,Penultimate_Output,GT_Value
01866__00000,"[array([[0.57806945, 0.21601266, 0.30848405, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00001,"[array([[0.46803373, 0.2832573 , 0.21455917, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00002,"[array([[0.01533639, 0.38587087, 0.20020649, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00003,"[array([[0.11482418, 0.02937937, 0.45009372, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00004,"[array([[0.29710138, 0.00422168, 0.22336814, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00005,"[array([[0.23333812, 0.        , 0.26343426, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00006,"[array([[0.23420525, 0.0310359 , 0.2593951 , 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00007,"[array([[0.4423046 , 0.00119007, 0.08514655, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00008,"[array([[0.1574595 , 0.03543794, 0.3283203 , 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00009,"[array([[0.34565687, 0.        , 0.19873208, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00010,"[array([[0.15850127, 0.09237421, 0.46645978, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00011,"[array([[0.13601005, 0.        , 0.6262919 , 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00012,"[array([[0.09657609, 0.0490979 , 0.45609263, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00013,"[array([[0.10243499, 0.22342807, 0.676615  , 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00014,"[array([[0.10940146, 0.02923501, 0.4811996 , 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00015,"[array([[0.31217003, 0.        , 0.37162998, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00016,"[array([[0.4530368 , 0.        , 0.36279312, 0.        ]], dtype=float32)]","[array([[ 2.5349622, -2.4545043]], dtype=float32)]"
01866__00017,"[array([[1.9960862, 2.363432 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00018,"[array([[2.178039 , 2.3802469, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00019,"[array([[2.1276646, 2.6914713, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00020,"[array([[2.2487102, 2.723298 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00021,"[array([[2.181028 , 2.6840296, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00022,"[array([[2.211607, 2.896538, 0.      , 0.      ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00023,"[array([[2.0836015, 2.9522977, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00024,"[array([[2.110433  , 3.3728538 , 0.        , 0.02442646]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00025,"[array([[2.1562777, 3.4464817, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00026,"[array([[2.2248895, 3.033918 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00027,"[array([[2.1513686, 2.7273817, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00028,"[array([[2.092079 , 2.8973722, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00029,"[array([[2.0876808, 2.9295619, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00030,"[array([[2.1782694, 3.1928701, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00031,"[array([[2.2037234, 2.944856 , 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00032,"[array([[1.898797 , 3.0918326, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00033,"[array([[2.5012712, 3.7216628, 0.       , 0.       ]], dtype=float32)]","[array([[-0.87146384, -9.702692  ]], dtype=float32)]"
01866__00034,"[array([[0.5521535, 0.       , 0.4977779, 0.       ]], dtype=float32)]","[array([[ 2.3319454, -2.8561053]], dtype=float32)]"
