Image ID,Penultimate_Output,GT_Value
00382__00000,"[array([[0.       , 2.5047796, 1.1099088, 0.2260237]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00001,"[array([[0.        , 2.6207142 , 1.1158464 , 0.54297554]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00002,"[array([[0.       , 2.8801947, 1.136787 , 0.9529914]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00003,"[array([[0.       , 3.1537066, 1.0311282, 1.4658105]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00005,"[array([[0.       , 2.7007918, 1.2915326, 0.9027998]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00006,"[array([[0.       , 2.4883432, 1.2942241, 0.8693294]], dtype=float32)]","[array([[  3.7528267, -12.290125 ]], dtype=float32)]"
00382__00015,"[array([[0.        , 0.7234373 , 0.        , 0.22735754]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00016,"[array([[0.29122394, 1.501427  , 0.7084808 , 0.        ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00017,"[array([[0.3165608, 1.0049931, 0.       , 0.       ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00018,"[array([[0.33465868, 1.2460761 , 0.        , 0.        ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00019,"[array([[0.1442628, 1.8296697, 1.0320134, 0.       ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00020,"[array([[0.       , 1.7973839, 1.022353 , 0.       ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00021,"[array([[0.        , 2.7418647 , 1.0020823 , 0.20003372]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00022,"[array([[0.16589494, 2.5895212 , 1.0381585 , 0.        ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00023,"[array([[0.6048514, 1.5947465, 0.5920081, 0.       ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00024,"[array([[0.        , 2.1176448 , 0.9333985 , 0.63781315]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00025,"[array([[0.        , 2.1139688 , 1.2614638 , 0.19126108]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00027,"[array([[0.15467526, 2.264184  , 0.41265017, 0.        ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00028,"[array([[0.45088065, 2.6153228 , 1.2684189 , 0.        ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00030,"[array([[0.39977568, 2.1264782 , 1.2795688 , 0.        ]], dtype=float32)]","[array([[-1.6248267, -1.5938755]], dtype=float32)]"
00382__00031,"[array([[0.        , 2.0430667 , 1.3781184 , 0.29581532]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00032,"[array([[0.        , 1.5575048 , 0.74638027, 0.09585468]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00033,"[array([[0.5178174, 1.7567371, 1.2174124, 0.       ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00034,"[array([[0.11964159, 2.1857388 , 1.0812607 , 0.        ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00035,"[array([[0.       , 1.6772585, 0.8673792, 0.       ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00036,"[array([[0.       , 1.3009837, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00037,"[array([[0.        , 1.3397489 , 0.14274025, 0.05349595]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00038,"[array([[0.        , 2.2858539 , 1.0745045 , 0.17685348]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00039,"[array([[0.        , 1.5330106 , 0.72190297, 0.13982198]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
00382__00040,"[array([[0.        , 1.469016  , 0.6068907 , 0.03932473]], dtype=float32)]","[array([[ 2.4084134, -4.2679377]], dtype=float32)]"
